"Date","Cancer Site","Stage","Observed Count","Proportion (where stage known)","Proportion of total","Rolling Average","Rolling Proportion","LowerCI (rolling average)","Upper (rolling average)"
2021-09-01,"All Cancers Combined (excluding Lung and Prostate)","Stage IV",1659,0.158680057388809,0.111815056952214,1638.25,0.117079184334651,NA,NA
2021-09-01,"All Cancers Combined (excluding Lung and Prostate)","Unknown stage",4382,NA,0.295342724270405,4308.83333333333,0.307935108866549,NA,NA
2021-09-01,"All Cancers Combined (excluding Lung and Prostate)","Total",14837,NA,NA,13992.6666666667,1,NA,NA
2021-09-01,"All Cancers Combined (excluding Lung and Prostate)","TotalKnown",10455,NA,NA,9683.83333333333,NA,NA,NA
2021-09-01,"All Cancers Combined (excluding Lung and Prostate)","Early stages (I+II)",6826,0.652893352462936,0.460066051088495,6154.75,0.439855400447854,62.5932116878912,64.5099552019921
2021-09-01,"All Cancers Combined (excluding Lung and Prostate)","Late stages (III+IV)",3629,0.347106647537064,0.2445912246411,3529.08333333333,0.252209490685597,35.4900447980079,37.4067883121088
2021-09-01,"All Cancers Combined (excluding Lung)","Stage I",4791,0.362076783555018,0.259000973078171,4229.83333333333,0.245834786314851,NA,NA
2021-09-01,"All Cancers Combined (excluding Lung)","Stage II",3467,0.262016324062878,0.187425667639745,3115.75,0.181085086597698,NA,NA
2021-09-01,"All Cancers Combined (excluding Lung)","Stage III",2764,0.208887545344619,0.149421559087469,2590.16666666667,0.150538571816033,NA,NA
2021-09-01,"All Cancers Combined (excluding Lung)","Stage IV",2210,0.167019347037485,0.119472375391934,2123.33333333333,0.123406563601844,NA,NA
2021-09-01,"All Cancers Combined (excluding Lung)","Unknown stage",5266,NA,0.284679424802681,5146.91666666667,0.299134991669573,NA,NA
2021-09-01,"All Cancers Combined (excluding Lung)","Total",18498,NA,NA,17206,1,NA,NA
2021-09-01,"All Cancers Combined (excluding Lung)","TotalKnown",13232,NA,NA,12059.0833333333,NA,NA,NA
2021-09-01,"All Cancers Combined (excluding Lung)","Early stages (I+II)",8258,0.624093107617896,0.446426640717915,7345.58333333333,0.42691987291255,60.039051049387,61.7805605181599
2021-09-01,"All Cancers Combined (excluding Lung)","Late stages (III+IV)",4974,0.375906892382104,0.268893934479403,4713.5,0.273945135417877,38.2194394818401,39.960948950613
2021-09-01,"All Cancers Combined (excluding Prostate)","Stage I",4408,0.336180597925564,0.245420633595011,3974.25,0.233156518125596,NA,NA
2021-09-01,"All Cancers Combined (excluding Prostate)","Stage II",3213,0.245042708968883,0.178887589777852,2944.33333333333,0.172734606076902,NA,NA
2021-09-01,"All Cancers Combined (excluding Prostate)","Stage III",2577,0.196537522879805,0.143477534658427,2453.83333333333,0.143958542130094,NA,NA
2021-09-01,"All Cancers Combined (excluding Prostate)","Stage IV",2914,0.222239170225747,0.162240409776738,2907.58333333333,0.170578601285781,NA,NA
2021-09-01,"All Cancers Combined (excluding Prostate)","Unknown stage",4849,NA,0.269973832191972,4765.41666666667,0.279571732381628,NA,NA
2021-09-01,"All Cancers Combined (excluding Prostate)","Total",17961,NA,NA,17045.4166666667,1,NA,NA
2021-09-01,"All Cancers Combined (excluding Prostate)","TotalKnown",13112,NA,NA,12280,NA,NA,NA
2021-09-01,"All Cancers Combined (excluding Prostate)","Early stages (I+II)",7621,0.581223306894448,0.424308223372863,6918.58333333333,0.405891124202498,55.4612067569346,57.2153380510294
2021-09-01,"All Cancers Combined (excluding Prostate)","Late stages (III+IV)",5491,0.418776693105552,0.305717944435165,5361.41666666667,0.314537143415874,42.7846619489706,44.5387932430654
2021-09-01,"Bladder","Stage I",224,0.469601677148847,0.291287386215865,195.916666666667,0.251686114976983,NA,NA
2021-09-01,"Bladder","Stage II",164,0.343815513626834,0.213263979193758,159.666666666667,0.205117225136495,NA,NA
2021-09-01,"Bladder","Stage III",50,0.10482180293501,0.0650195058517555,54.4166666666667,0.069906862220319,NA,NA
2021-09-01,"Bladder","Stage IV",39,0.0817610062893082,0.0507152145643693,31.25,0.040145594690076,NA,NA
2021-09-01,"Bladder","Unknown stage",292,NA,0.379713914174252,337.166666666667,0.433144202976127,NA,NA
2021-09-01,"Bladder","Total",769,NA,NA,778.416666666667,1,NA,NA
2021-09-01,"Bladder","TotalKnown",477,NA,NA,441.25,NA,NA,NA
2021-09-01,"Bladder","Early stages (I+II)",388,0.813417190775681,0.504551365409623,355.583333333333,0.456803340113478,76.637369308326,84.0055977308153
2021-09-01,"Bladder","Late stages (III+IV)",89,0.186582809224319,0.115734720416125,85.6666666666667,0.110052456910395,15.9944022691847,23.362630691674
2021-09-01,"Blood","Stage I",57,0.157894736842105,0.055609756097561,61.3333333333333,0.0607661822985469,NA,NA
2021-09-01,"Blood","Stage II",66,0.182825484764543,0.064390243902439,64,0.0634081902245707,NA,NA
2021-09-01,"Blood","Stage III",72,0.199445983379501,0.0702439024390244,83,0.0822324966974901,NA,NA
2021-09-01,"Blood","Stage IV",166,0.45983379501385,0.161951219512195,164,0.162483487450462,NA,NA
2021-09-01,"Blood","Unknown stage",664,NA,0.647804878048781,637,0.63110964332893,NA,NA
2021-09-01,"Blood","Total",1025,NA,NA,1009.33333333333,1,NA,NA
2021-09-01,"Blood","TotalKnown",361,NA,NA,372.333333333333,NA,NA,NA
2021-09-01,"Blood","Early stages (I+II)",123,0.340720221606648,0.12,125.333333333333,0.124174372523118,29.0501990386711,38.6066803683761
2021-09-01,"Blood","Late stages (III+IV)",238,0.659279778393352,0.23219512195122,247,0.244715984147952,61.3933196316239,70.9498009613289
2021-09-01,"Bowel","Stage I",644,0.228693181818182,0.184,575.666666666667,0.17720999435637,NA,NA
2021-09-01,"Bowel","Stage II",786,0.279119318181818,0.224571428571429,694.25,0.213714021856241,NA,NA
2021-09-01,"Bowel","Stage III",895,0.317826704545455,0.255714285714286,849,0.261351392950593,NA,NA
2021-09-01,"Bowel","Stage IV",491,0.174360795454545,0.140285714285714,506.583333333333,0.155943768918988,NA,NA
2021-09-01,"Bowel","Unknown stage",684,NA,0.195428571428571,623,0.191780821917808,NA,NA
2021-09-01,"Bowel","Total",3500,NA,NA,3248.5,1,NA,NA
2021-09-01,"Bowel","TotalKnown",2816,NA,NA,2625.5,NA,NA,NA
2021-09-01,"Bowel","Early stages (I+II)",1430,0.5078125,0.408571428571429,1269.91666666667,0.390924016212611,46.4608151247048,50.2810813536214
2021-09-01,"Bowel","Late stages (III+IV)",1386,0.4921875,0.396,1355.58333333333,0.417295161869581,49.7189186463786,53.5391848752952
2021-09-01,"Breast","Stage I",1365,0.428571428571429,0.323997151673392,1201.75,0.309682822599695,NA,NA
2021-09-01,"Breast","Stage II",1346,0.422605965463108,0.319487301210539,1236.33333333333,0.31859471299418,NA,NA
2021-09-01,"Breast","Stage III",325,0.102040816326531,0.0771421789698552,301.5,0.077694504692164,NA,NA
2021-09-01,"Breast","Stage IV",149,0.0467817896389325,0.0353667220507952,148.25,0.0382030193055168,NA,NA
2021-09-01,"Breast","Unknown stage",1028,NA,0.244006646095419,992.75,0.255824940408444,NA,NA
2021-09-01,"Breast","Total",4213,NA,NA,3880.58333333333,1,NA,NA
2021-09-01,"Breast","TotalKnown",3185,NA,NA,2887.83333333333,NA,NA,NA
2021-09-01,"Breast","Early stages (I+II)",2711,0.851177394034537,0.643484452883931,2438.08333333333,0.628277535593875,83.0578821256257,85.7027315757584
2021-09-01,"Breast","Late stages (III+IV)",474,0.148822605965463,0.11250890102065,449.75,0.115897523997681,14.2972684242416,16.9421178743743
2021-09-01,"Cervical","Stage I",83,0.58041958041958,0.389671361502347,78.9166666666667,0.356417011667294,NA,NA
2021-09-01,"Cervical","Stage II",22,0.153846153846154,0.103286384976526,24.25,0.109522017312759,NA,NA
2021-09-01,"Cervical","Stage III",19,0.132867132867133,0.0892018779342723,27.0833333333333,0.12231840421528,NA,NA
2021-09-01,"Cervical","Stage IV",19,0.132867132867133,0.0892018779342723,20.5833333333333,0.0929619872036131,NA,NA
2021-09-01,"Cervical","Unknown stage",70,NA,0.328638497652582,70.5833333333333,0.318780579601054,NA,NA
2021-09-01,"Cervical","Total",213,NA,NA,221.416666666667,1,NA,NA
2021-09-01,"Cervical","TotalKnown",143,NA,NA,150.833333333333,NA,NA,NA
2021-09-01,"Cervical","Early stages (I+II)",105,0.734265734265734,0.492957746478873,103.166666666667,0.465939028980053,60.599771018026,75.2819646074741
2021-09-01,"Cervical","Late stages (III+IV)",38,0.265734265734266,0.178403755868545,47.6666666666667,0.215280391418893,24.7180353925259,39.400228981974
2021-09-01,"Gynaecological","Stage I",500,0.570125427594071,0.367647058823529,505.166666666667,0.362776780371035,NA,NA
2021-09-01,"Gynaecological","Stage II",83,0.0946408209806157,0.0610294117647059,82.1666666666667,0.0590065828845003,NA,NA
2021-09-01,"Gynaecological","Stage III",167,0.19042189281642,0.122794117647059,182.5,0.131059245960503,NA,NA
2021-09-01,"Gynaecological","Stage IV",127,0.144811858608894,0.0933823529411765,138.916666666667,0.0997606223818073,NA,NA
2021-09-01,"Gynaecological","Unknown stage",483,NA,0.355147058823529,483.75,0.347396768402154,NA,NA
2021-09-01,"Gynaecological","Total",1360,NA,NA,1392.5,1,NA,NA
2021-09-01,"Gynaecological","TotalKnown",877,NA,NA,908.75,NA,NA,NA
2021-09-01,"Gynaecological","Early stages (I+II)",583,0.664766248574686,0.428676470588235,587.333333333333,0.421783363255536,61.4667032802669,67.6719286997322
2021-09-01,"Gynaecological","Late stages (III+IV)",294,0.335233751425314,0.216176470588235,321.416666666667,0.23081986834231,32.3280713002678,38.5332967197331
2021-09-01,"Hodgkin Lymphoma","Stage I",7,0.116666666666667,0.0522388059701493,6.58333333333333,0.0462258630778233,NA,NA
2021-09-01,"Hodgkin Lymphoma","Stage II",25,0.416666666666667,0.186567164179104,21.25,0.149210064365126,NA,NA
2021-09-01,"Hodgkin Lymphoma","Stage III",13,0.216666666666667,0.0970149253731343,15.0833333333333,0.105909888823874,NA,NA
2021-09-01,"Hodgkin Lymphoma","Stage IV",15,0.25,0.111940298507463,21.75,0.152720889409011,NA,NA
2021-09-01,"Hodgkin Lymphoma","Unknown stage",74,NA,0.552238805970149,77.75,0.545933294324166,NA,NA
2021-09-01,"Hodgkin Lymphoma","Total",134,NA,NA,142.416666666667,1,NA,NA
2021-09-01,"Hodgkin Lymphoma","TotalKnown",60,NA,NA,64.6666666666667,NA,NA,NA
2021-09-01,"Hodgkin Lymphoma","Early stages (I+II)",32,0.533333333333333,0.238805970149254,27.8333333333333,0.195435927442949,31.7003001111414,55.1625720869011
2021-09-01,"Hodgkin Lymphoma","Late stages (III+IV)",28,0.466666666666667,0.208955223880597,36.8333333333333,0.258630778232885,44.8374279130989,68.2996998888586
2021-09-01,"Kidney","Stage I",211,0.472035794183445,0.277631578947368,216.583333333333,0.288329265586865,NA,NA
2021-09-01,"Kidney","Stage II",32,0.0715883668903803,0.0421052631578947,32.75,0.0435988462391835,NA,NA
2021-09-01,"Kidney","Stage III",123,0.275167785234899,0.161842105263158,111.5,0.148435766585312,NA,NA
2021-09-01,"Kidney","Stage IV",81,0.181208053691275,0.106578947368421,71.1666666666667,0.0947415132016863,NA,NA
2021-09-01,"Kidney","Unknown stage",313,NA,0.411842105263158,319.166666666667,0.424894608386954,NA,NA
2021-09-01,"Kidney","Total",760,NA,NA,751.166666666667,1,NA,NA
2021-09-01,"Kidney","TotalKnown",447,NA,NA,432,NA,NA,NA
2021-09-01,"Kidney","Early stages (I+II)",243,0.543624161073825,0.319736842105263,249.333333333333,0.331928111826048,53.0096582015388,62.2864237377641
2021-09-01,"Kidney","Late stages (III+IV)",204,0.456375838926175,0.268421052631579,182.666666666667,0.243177279786998,37.7135762622359,46.9903417984612
2021-09-01,"Lung","Stage I",582,0.219044034625517,0.186299615877081,564.333333333333,0.184860644773838,NA,NA
2021-09-01,"Lung","Stage II",213,0.0801656003010915,0.0681818181818182,199.5,0.0653509131111293,NA,NA
2021-09-01,"Lung","Stage III",607,0.228453142642078,0.194302176696543,563,0.184423880108099,NA,NA
2021-09-01,"Lung","Stage IV",1255,0.472337222431313,0.401728553137004,1269.33333333333,0.415799961783092,NA,NA
2021-09-01,"Lung","Unknown stage",467,NA,0.149487836107554,456.583333333333,0.149564600223842,NA,NA
2021-09-01,"Lung","Total",3124,NA,NA,3052.75,1,NA,NA
2021-09-01,"Lung","TotalKnown",2657,NA,NA,2596.16666666667,NA,NA,NA
2021-09-01,"Lung","Early stages (I+II)",795,0.299209634926609,0.254481434058899,763.833333333333,0.250211557884967,27.700144498392,31.2038300882369
2021-09-01,"Lung","Late stages (III+IV)",1862,0.700790365073391,0.596030729833547,1832.33333333333,0.600223841891191,68.7961699117631,72.2998555016081
2021-09-01,"Melanoma Skin","Stage I",729,0.655575539568345,0.51665485471297,555.833333333333,0.485020360674811,NA,NA
2021-09-01,"Melanoma Skin","Stage II",304,0.273381294964029,0.215450035435861,262.833333333333,0.22934845840605,NA,NA
2021-09-01,"Melanoma Skin","Stage III",61,0.0548561151079137,0.0432317505315379,50.3333333333333,0.0439208842350204,NA,NA
2021-09-01,"Melanoma Skin","Stage IV",18,0.0161870503597122,0.0127569099929128,22.25,0.0194153577661431,NA,NA
2021-09-01,"Melanoma Skin","Unknown stage",299,NA,0.211906449326719,254.75,0.222294938917976,NA,NA
2021-09-01,"Melanoma Skin","Total",1411,NA,NA,1146,1,NA,NA
2021-09-01,"Melanoma Skin","TotalKnown",1112,NA,NA,891.25,NA,NA,NA
2021-09-01,"Melanoma Skin","Early stages (I+II)",1033,0.928956834532374,0.732104890148831,818.666666666667,0.714368819080861,89.8756034429664,93.4771451483694
2021-09-01,"Melanoma Skin","Late stages (III+IV)",79,0.0710431654676259,0.0559886605244507,72.5833333333333,0.0633362420011635,6.52285485163058,10.1243965570336
2021-09-01,"Non-Hodgkin Lymphoma","Stage I",47,0.163763066202091,0.0564903846153846,48.6666666666667,0.0611326284936669,NA,NA
2021-09-01,"Non-Hodgkin Lymphoma","Stage II",40,0.139372822299652,0.0480769230769231,41.6666666666667,0.0523395791897833,NA,NA
2021-09-01,"Non-Hodgkin Lymphoma","Stage III",58,0.202090592334495,0.0697115384615385,65.0833333333333,0.0817544226944415,NA,NA
2021-09-01,"Non-Hodgkin Lymphoma","Stage IV",142,0.494773519163763,0.170673076923077,133.5,0.167696011724066,NA,NA
2021-09-01,"Non-Hodgkin Lymphoma","Unknown stage",545,NA,0.655048076923077,507.166666666667,0.637077357898043,NA,NA
2021-09-01,"Non-Hodgkin Lymphoma","Total",832,NA,NA,796.083333333333,1,NA,NA
2021-09-01,"Non-Hodgkin Lymphoma","TotalKnown",287,NA,NA,288.916666666667,NA,NA,NA
2021-09-01,"Non-Hodgkin Lymphoma","Early stages (I+II)",87,0.303135888501742,0.104567307692308,90.3333333333333,0.11347220768345,26.196087324791,36.8279961844903
2021-09-01,"Non-Hodgkin Lymphoma","Late stages (III+IV)",200,0.696864111498258,0.240384615384615,198.583333333333,0.249450434418507,63.1720038155097,73.803912675209
2021-09-01,"Oesophageal","Stage I",27,0.047787610619469,0.0384068278805121,25.4166666666667,0.0364614465032875,NA,NA
2021-09-01,"Oesophageal","Stage II",136,0.24070796460177,0.193456614509246,123.75,0.177525403466826,NA,NA
2021-09-01,"Oesophageal","Stage III",146,0.258407079646018,0.207681365576102,144.416666666667,0.207172743574417,NA,NA
2021-09-01,"Oesophageal","Stage IV",256,0.453097345132743,0.364153627311522,240.583333333333,0.345128511655708,NA,NA
2021-09-01,"Oesophageal","Unknown stage",138,NA,0.196301564722617,162.916666666667,0.233711894799761,NA,NA
2021-09-01,"Oesophageal","Total",703,NA,NA,697.083333333333,1,NA,NA
2021-09-01,"Oesophageal","TotalKnown",565,NA,NA,534.166666666667,NA,NA,NA
2021-09-01,"Oesophageal","Early stages (I+II)",163,0.288495575221239,0.231863442389758,149.166666666667,0.213986849970114,24.2885525378074,31.876917431684
2021-09-01,"Oesophageal","Late stages (III+IV)",402,0.711504424778761,0.571834992887625,385,0.552301255230126,68.123082568316,75.7114474621926
2021-09-01,"Oesophago-gastric","Stage I",52,0.0670967741935484,0.0499519692603266,50.8333333333333,0.0490274875421958,NA,NA
2021-09-01,"Oesophago-gastric","Stage II",167,0.215483870967742,0.160422670509126,156.916666666667,0.151342227937631,NA,NA
2021-09-01,"Oesophago-gastric","Stage III",194,0.250322580645161,0.186359269932757,195.25,0.18831377592027,NA,NA
2021-09-01,"Oesophago-gastric","Stage IV",362,0.467096774193548,0.347742555235351,342.583333333333,0.330413116862241,NA,NA
2021-09-01,"Oesophago-gastric","Unknown stage",266,NA,0.25552353506244,291.25,0.280903391737663,NA,NA
2021-09-01,"Oesophago-gastric","Total",1041,NA,NA,1036.83333333333,1,NA,NA
2021-09-01,"Oesophago-gastric","TotalKnown",775,NA,NA,745.583333333333,NA,NA,NA
2021-09-01,"Oesophago-gastric","Early stages (I+II)",219,0.28258064516129,0.210374639769452,207.75,0.200369715479826,24.765718031522,31.1893909014779
2021-09-01,"Oesophago-gastric","Late stages (III+IV)",556,0.71741935483871,0.534101825168108,537.833333333333,0.518726892782511,68.8106090985221,75.234281968478
2021-09-01,"Ovarian","Stage I",79,0.306201550387597,0.173626373626374,87.0833333333333,0.181329168835676,NA,NA
2021-09-01,"Ovarian","Stage II",22,0.0852713178294574,0.0483516483516484,21.3333333333333,0.0444213083463474,NA,NA
2021-09-01,"Ovarian","Stage III",83,0.321705426356589,0.182417582417582,88.5833333333333,0.184452542078778,NA,NA
2021-09-01,"Ovarian","Stage IV",74,0.286821705426357,0.162637362637363,73.6666666666667,0.153392330383481,NA,NA
2021-09-01,"Ovarian","Unknown stage",197,NA,0.432967032967033,209.583333333333,0.436404650355718,NA,NA
2021-09-01,"Ovarian","Total",455,NA,NA,480.25,1,NA,NA
2021-09-01,"Ovarian","TotalKnown",258,NA,NA,270.666666666667,NA,NA,NA
2021-09-01,"Ovarian","Early stages (I+II)",101,0.391472868217054,0.221978021978022,108.416666666667,0.225750477182023,34.3962757982034,45.9928900096364
2021-09-01,"Ovarian","Late stages (III+IV)",157,0.608527131782946,0.345054945054945,162.25,0.337844872462259,54.0071099903636,65.6037242017966
2021-09-01,"Pancreatic","Stage I",44,0.108641975308642,0.0580474934036939,46.8333333333333,0.0625,NA,NA
2021-09-01,"Pancreatic","Stage II",52,0.128395061728395,0.0686015831134565,55.9166666666667,0.0746218861209964,NA,NA
2021-09-01,"Pancreatic","Stage III",83,0.204938271604938,0.109498680738786,63.3333333333333,0.0845195729537367,NA,NA
2021-09-01,"Pancreatic","Stage IV",226,0.558024691358025,0.298153034300792,213.25,0.284586298932384,NA,NA
2021-09-01,"Pancreatic","Unknown stage",353,NA,0.465699208443272,370,0.493772241992883,NA,NA
2021-09-01,"Pancreatic","Total",758,NA,NA,749.333333333333,1,NA,NA
2021-09-01,"Pancreatic","TotalKnown",405,NA,NA,379.333333333333,NA,NA,NA
2021-09-01,"Pancreatic","Early stages (I+II)",96,0.237037037037037,0.12664907651715,102.75,0.137121886120996,22.8610616658926,31.7723492753323
2021-09-01,"Pancreatic","Late stages (III+IV)",309,0.762962962962963,0.407651715039578,276.583333333333,0.369105871886121,68.2276507246677,77.1389383341074
2021-09-01,"Prostate","Stage I",965,0.347497299243788,0.263589183283256,819.916666666667,0.255160788381743,NA,NA
2021-09-01,"Prostate","Stage II",467,0.1681670867843,0.127560775744332,370.916666666667,0.115430497925311,NA,NA
2021-09-01,"Prostate","Stage III",794,0.285920057616133,0.216880633706638,699.333333333333,0.217634854771784,NA,NA
2021-09-01,"Prostate","Stage IV",551,0.19841555635578,0.150505326413548,485.083333333333,0.150959543568465,NA,NA
2021-09-01,"Prostate","Unknown stage",884,NA,0.241464080852226,838.083333333333,0.260814315352697,NA,NA
2021-09-01,"Prostate","Total",3661,NA,NA,3213.33333333333,1,NA,NA
2021-09-01,"Prostate","TotalKnown",2777,NA,NA,2375.25,NA,NA,NA
2021-09-01,"Prostate","Early stages (I+II)",1432,0.515664386028088,0.391149959027588,1190.83333333333,0.370591286307054,48.1257119586781,52.1439988438586
2021-09-01,"Prostate","Late stages (III+IV)",1345,0.484335613971912,0.367385960120186,1184.41666666667,0.368594398340249,47.8560011561414,51.8742880413219
2021-09-01,"Stomach","Stage I",25,0.119047619047619,0.0739644970414201,25.4166666666667,0.0748099092469953,NA,NA
2021-09-01,"Stomach","Stage II",31,0.147619047619048,0.0917159763313609,33.1666666666667,0.0976207996075546,NA,NA
2021-09-01,"Stomach","Stage III",48,0.228571428571429,0.142011834319527,50.8333333333333,0.149619818493991,NA,NA
2021-09-01,"Stomach","Stage IV",106,0.504761904761905,0.313609467455621,102,0.300220750551876,NA,NA
2021-09-01,"Stomach","Unknown stage",128,NA,0.378698224852071,128.333333333333,0.377728722099583,NA,NA
2021-09-01,"Stomach","Total",338,NA,NA,339.75,1,NA,NA
2021-09-01,"Stomach","TotalKnown",210,NA,NA,211.416666666667,NA,NA,NA
2021-09-01,"Stomach","Early stages (I+II)",56,0.266666666666667,0.165680473372781,58.5833333333333,0.17243070885455,22.1155075199015,34.0998503038225
2021-09-01,"Stomach","Late stages (III+IV)",154,0.733333333333333,0.455621301775148,152.833333333333,0.449840569045867,65.9001496961775,77.8844924800985
2021-09-01,"Urological excl prostate","Stage I",435,0.470779220779221,0.284499672988882,412.5,0.269681285753201,NA,NA
2021-09-01,"Urological excl prostate","Stage II",196,0.212121212121212,0.128188358404186,192.416666666667,0.125796785616998,NA,NA
2021-09-01,"Urological excl prostate","Stage III",173,0.187229437229437,0.113145846958797,165.916666666667,0.108471806047399,NA,NA
2021-09-01,"Urological excl prostate","Stage IV",120,0.12987012987013,0.078482668410726,102.416666666667,0.0669572323617543,NA,NA
2021-09-01,"Urological excl prostate","Unknown stage",605,NA,0.39568345323741,656.333333333333,0.429092890220648,NA,NA
2021-09-01,"Urological excl prostate","Total",1529,NA,NA,1529.58333333333,1,NA,NA
2021-09-01,"Urological excl prostate","TotalKnown",924,NA,NA,873.25,NA,NA,NA
2021-09-01,"Urological excl prostate","Early stages (I+II)",631,0.682900432900433,0.412688031393067,604.916666666667,0.395478071370199,66.132985506921,72.2419558915384
2021-09-01,"Urological excl prostate","Late stages (III+IV)",293,0.317099567099567,0.191628515369523,268.333333333333,0.175429038409153,27.7580441084616,33.867014493079
2021-09-01,"Uterine","Stage I",338,0.710084033613445,0.488439306358382,339.166666666667,0.490952955367913,NA,NA
2021-09-01,"Uterine","Stage II",39,0.0819327731092437,0.0563583815028902,36.5833333333333,0.0529553679131484,NA,NA
2021-09-01,"Uterine","Stage III",65,0.136554621848739,0.0939306358381503,66.8333333333333,0.0967430639324487,NA,NA
2021-09-01,"Uterine","Stage IV",34,0.0714285714285714,0.0491329479768786,44.6666666666667,0.0646562123039807,NA,NA
2021-09-01,"Uterine","Unknown stage",216,NA,0.312138728323699,203.583333333333,0.294692400482509,NA,NA
2021-09-01,"Uterine","Total",692,NA,NA,690.833333333333,1,NA,NA
2021-09-01,"Uterine","TotalKnown",476,NA,NA,487.25,NA,NA,NA
2021-09-01,"Uterine","Early stages (I+II)",377,0.792016806722689,0.544797687861272,375.75,0.543908323281062,73.1829380036812,80.6257762905094
2021-09-01,"Uterine","Late stages (III+IV)",99,0.207983193277311,0.143063583815029,111.5,0.161399276236429,19.3742237094906,26.8170619963188
2021-08-01,"All Cancers Combined","Stage I",4987,0.333266506281743,0.242440447253281,4689.33333333333,0.233619794910117,NA,NA
2021-08-01,"All Cancers Combined","Stage II",3427,0.229016305800588,0.16660184735051,3267.33333333333,0.162776601486279,NA,NA
2021-08-01,"All Cancers Combined","Stage III",3148,0.210371558406843,0.153038405444823,3109.91666666667,0.154934196869681,NA,NA
2021-08-01,"All Cancers Combined","Stage IV",3402,0.227345629510826,0.165386485172581,3393.66666666667,0.169070452941421,NA,NA
2021-08-01,"All Cancers Combined","Unknown stage",5606,NA,0.272532814778804,5612.25,0.279598953792502,NA,NA
2021-08-01,"All Cancers Combined","Total",20570,NA,NA,20072.5,1,NA,NA
2021-08-01,"All Cancers Combined","TotalKnown",14964,NA,NA,14460.25,NA,NA,NA
2021-08-01,"All Cancers Combined","Early stages (I+II)",8414,0.562282812082331,0.409042294603792,7956.66666666667,0.396396396396396,54.212354658692,55.8337884915381
2021-08-01,"All Cancers Combined","Late stages (III+IV)",6550,0.437717187917669,0.318424890617404,6503.58333333333,0.324004649811101,44.1662115084619,45.787645341308
2021-08-01,"All Cancers Combined (excluding Lung and Prostate)","Stage I",3511,0.362556794712929,0.250570939194976,3328.33333333333,0.239914462144694,NA,NA
2021-08-01,"All Cancers Combined (excluding Lung and Prostate)","Stage II",2808,0.28996282527881,0.200399657436483,2714.08333333333,0.195637809654244,NA,NA
2021-08-01,"All Cancers Combined (excluding Lung and Prostate)","Stage III",1767,0.182465923172243,0.126106194690265,1873.83333333333,0.135070520675653,NA,NA
2021-08-01,"All Cancers Combined (excluding Lung and Prostate)","Stage IV",1598,0.165014456836018,0.114045104196403,1639,0.118143155770201,NA,NA
2021-08-01,"All Cancers Combined (excluding Lung and Prostate)","Unknown stage",4328,NA,0.308878104481873,4317.75,0.311234051755208,NA,NA
2021-08-01,"All Cancers Combined (excluding Lung and Prostate)","Total",14012,NA,NA,13873,1,NA,NA
2021-08-01,"All Cancers Combined (excluding Lung and Prostate)","TotalKnown",9684,NA,NA,9555.25,NA,NA,NA
2021-08-01,"All Cancers Combined (excluding Lung and Prostate)","Early stages (I+II)",6319,0.652519619991739,0.450970596631459,6042.41666666667,0.435552271798938,62.2647144473536,64.1978771517585
2021-08-01,"All Cancers Combined (excluding Lung and Prostate)","Late stages (III+IV)",3365,0.347480380008261,0.240151298886669,3512.83333333333,0.253213676445854,35.8021228482415,37.7352855526464
2021-08-01,"All Cancers Combined (excluding Lung)","Stage I",4398,0.359960713701097,0.252802207277117,4126.66666666667,0.242446793406152,NA,NA
2021-08-01,"All Cancers Combined (excluding Lung)","Stage II",3212,0.262890816827631,0.184629533827671,3070.5,0.180395689617187,NA,NA
2021-08-01,"All Cancers Combined (excluding Lung)","Stage III",2522,0.206416762154199,0.144967523136173,2554.08333333333,0.150055568883384,NA,NA
2021-08-01,"All Cancers Combined (excluding Lung)","Stage IV",2086,0.170731707317073,0.119905730873139,2119,0.124493882526891,NA,NA
2021-08-01,"All Cancers Combined (excluding Lung)","Unknown stage",5179,NA,0.2976950048859,5150.66666666667,0.302608065566386,NA,NA
2021-08-01,"All Cancers Combined (excluding Lung)","Total",17397,NA,NA,17020.9166666667,1,NA,NA
2021-08-01,"All Cancers Combined (excluding Lung)","TotalKnown",12218,NA,NA,11870.25,NA,NA,NA
2021-08-01,"All Cancers Combined (excluding Lung)","Early stages (I+II)",7610,0.622851530528728,0.437431741104788,7197.16666666667,0.422842483023339,59.7497651492935,61.5072997982593
2021-08-01,"All Cancers Combined (excluding Lung)","Late stages (III+IV)",4608,0.377148469471272,0.264873254009312,4673.08333333333,0.274549451410275,38.4927002017407,40.2502348507065
2021-08-01,"All Cancers Combined (excluding Prostate)","Stage I",4100,0.329847144006436,0.238580157113762,3891,0.229902262487998,NA,NA
2021-08-01,"All Cancers Combined (excluding Prostate)","Stage II",3023,0.24320193081255,0.175909223159732,2910.91666666667,0.171993402102464,NA,NA
2021-08-01,"All Cancers Combined (excluding Prostate)","Stage III",2393,0.192518101367659,0.139249345359325,2429.66666666667,0.143558433245526,NA,NA
2021-08-01,"All Cancers Combined (excluding Prostate)","Stage IV",2914,0.234432823813355,0.16956648239744,2913.66666666667,0.17215588763879,NA,NA
2021-08-01,"All Cancers Combined (excluding Prostate)","Unknown stage",4755,NA,0.276694791969741,4779.33333333333,0.282390014525222,NA,NA
